TICKER,CUR_MKT_CAP
CALX,3673.69345596
CAMP,186.75331189
CAMT,1095.07856942
CAR,7284.934945080001
CARA,535.64747225
CARE,419.04598285
CARS,767.8841019
CASH,963.9957936
CASS,490.03913712
CASY,7997.54909695
CAT,95477.64760298
CATC,572.78341875
CATO,201.85077491999996
CATY,3160.4906728
CB,79339.33751788
CBOE,12695.12053497
CBRE,24527.86554575
CBRL,2462.5357918199998
CBSH,8440.945976519999
CBT,3998.37209582
CBU,3503.3274432000003
CBZ,2300.15110311
CC,4939.60500032
CCBG,557.4515336
CCEP,21619.8347292
CCF,808.1441565
CCI,70113.38723424
CCK,11406.60273078
CCL,13042.093600634746
CCNE,519.4028139000001
CCO,811.837664715
CCOI,2559.1670936
CCRN,1103.73872806
CCS,1499.5723794
CCXI,3708.8991868499998
CDE,895.7705008775999
CDMO,1061.19843978
CDNA,913.5993733399999
CDNS,45262.494900000005
CDW,22831.76276388
CDXC,95.67992
CDXS,445.3598528
CDZI,153.90450801
CE,11229.25439692
CECE,326.3625076800001
CELH,7896.9124656
CENT,1949.46952284
CENTA,1949.46952284
CENX,679.7044128
CEQP,3084.18087551
CERS,664.0888649999999
CEVA,646.9998093500001
CF,20386.34533585
CFFN,1258.7557834599997
CFG,18418.108781159997
CFR,8965.73274399
CG,11215.52545472
CGNX,7217.64854325
CHCO,1304.4331801800001
CHCT,877.72098232
CHD,18436.820879400002
CHDN,7565.9576922
CHE,7112.19308282
CHEF,1310.4345235
CHGG,2688.49990233
CHH,6378.159411855
CHKP,14556.492260609999
CHRS,772.5824146599999
CHRW,13031.28422181
CHS,632.97168814
CHTR,68209.74153969999
CHUY,441.7439580800001
CI,87818.54525964
CIA,176.03402895
CIEN,6098.9983177
CIM,1808.8185530800001
CINF,15689.10609315
CIO,478.5037337
CIR,340.548278475
CIVB,325.3422293
CIVI,5288.13777897
CIX,250.81985966
CL,63142.89702040001
CLAR,518.3856326499999
CLB,755.5576021699999
CLDT,616.4261581500001
CLDX,1371.83305483
CLF,7710.320444805
CLFD,1253.0801779
CLH,6296.533441879999
CLMT,1340.8028295200002
CLNE,1394.4424727
CLPR,337.34976703999996
CLPT,269.12592245
CLR,25377.400748919998
CLVS,172.65385692499999
CLW,678.783671505
CLX,17471.91041486
CMA,10346.535609300001
CMC,4600.32373926
CMCO,831.62216445
CMCSA,150712.08982455274
CME,67886.75947845
CMG,46978.06037047
CMI,30125.829655409998
CMPR,739.11776568
CMRE,1219.3893363299999
CMRX,177.436277325
CMS,19344.438362700002
CMTL,310.5913999
CNA,10635.713737600001
CNC,48355.73931779999
CNDT,805.995486585
CNHI,16563.8183842532
CNK,1610.6730763199998
CNMD,2689.2568584699998
CNNE,1714.20392604
CNO,2207.8751468
CNOB,994.224521205
CNP,20251.98766305
CNS,3568.3337130750006
CNSL,631.2143039599999
CNTY,224.57763343999997
CNX,3157.21881321
CNXN,1191.9019547300002
CODI,1387.17113132
COF,39034.262225700004
COHR,5340.33103454
COHU,1321.666717455
COKE,4011.938892
COLB,2405.1004256399997
COLL,587.99451215
COLM,4451.627365185
COMM,2437.93603689
CONN,211.66007324000003
COO,14198.566993975
COOP,3180.9150241050006
COP,143827.3095777
CORT,2700.11901638
COST,221671.94856807
COTY,6490.5080299149995
COUP,5022.02785938
COWN,1065.70006368
CPA,3157.9926809500002
CPB,14393.06337216
CPE,2457.89663406
CPF,623.22711112
CPK,2280.20331705
CPRI,6268.063862569999
CPRT,26239.0523904
CPRX,1293.4693603199999
CPS,130.0069528
CPSI,413.71187968
CPT,13543.97958264
CQP,26350.6482991323
CR,5122.89913032
CRAI,605.40285696
CRD/A,275.9590014
CRDF,70.9435958949
CRGY,2522.3191786
CRI,2763.86829075
CRIS,76.316349548
CRK,4453.4527988
CRL,10056.69306004
CRM,151470.0
CRMD,133.778332944
CRMT,438.4732803
CROX,4821.36906277
CRS,1823.00469714
CRSP,5351.045189699999
CRTO,1702.8362643
CRUS,4200.00252912
CRVL,2598.0386777400004
CSCO,176238.1875486308
CSGP,28860.884013780003
CSGS,1740.1729704000002
CSII,548.1106296
CSIQ,2567.98378443
CSL,15198.664492079997
CSR,1134.2490661049999
CSSE,171.01891662000003
CSTE,330.5967413
CSTM,1695.16968419
CSTR,438.05894656000004
CSV,496.9275465
CSVI,1620.1283038400002
CSWI,1928.421625
CSX,63359.32521424
CTAS,41326.89392267
CTBI,761.7034211499999
CTLT,15784.068985939999
CTMX,102.88237752
CTO,372.02594718
CTRA,22921.09704937
CTRE,1941.54512742
CTRN,162.47679868
CTS,1361.1268875100002
CTSH,32361.5579375
CTSO,80.61824365000001
CTT,510.98352327
CTXS,13138.315712145
CUBE,9616.724903335
CUBI,1072.4608360650002
CUTR,935.3132809199999
CUZ,4069.03913047
CVBF,3733.9778432900002
CVCO,1892.49276519
CVGI,188.40542388
CVGW,616.52985297
CVI,2864.11676551
CVLG,411.77115518
CVLT,2296.3372249999998
CVNA,5831.0786036208
CVS,133094.58445366
CVX,305203.23619887995
CW,5601.002205679999
CWEN,7411.782685820001
CWEN/A,7411.782685820001
CWH,2672.0729511209997
CWST,4212.27712191
CWT,3116.7730400000005
CXW,1137.9680046
CYBR,6217.383438299999
CYH,379.89085457999994
CYRX,1387.2932638300001
CYTK,4879.48854751
CZNC,373.7870183616
CZR,9893.19659652
D,67049.77527038
DAC,1266.2090054999999
DAKT,129.4452668216
DAL,21044.115668759998
DAN,2088.65647368
DAR,11963.726656599998
DBD,238.76733664
DBI,1056.9648917549998
DBRG,2707.0848406
DCI,6380.41201011
DCO,512.4875583
DCOM,1216.5913403200002
DCP,7929.055261899999
DD,27156.397213295
DDD,1154.29247748
DDS,5058.69464799
DE,108522.2661628
DEA,1611.0868742799998
DECK,8976.779414100001
DEI,3687.9511942599997
DENN,585.95816699
DFIN,1175.2781621
DFS,27688.64418432
DG,54793.628691390004
DGICA,464.74901445
DGII,1194.29200728
DGX,14537.306672980001
DHC,312.05616227999997
DHI,25140.28558445
DHIL,540.84525751
DHR,200745.82016579996
DHT,1489.0913185449997
DIN,1112.188329825
DINO,10846.51602166
DIOD,2988.3308133299997
DIS,196890.239916
DISH,8861.39489571
DJCO,367.66594200000003
DK,1848.33215712
DKL,2353.2358196600003
DKS,8889.29003576
DLB,7048.3420128
DLR,32498.714958000004
DLTH,236.64887851
DLTR,31794.570290699994
DLX,768.6419304
DMRC,323.72571161
DNOW,1220.47333047
DOC,3658.47582899
DOOR,1672.79417016
DORM,2691.1997061
DOV,17589.09719936
DOX,9903.2332
DPZ,11945.07490135
DQ,4193.2500204
DRE,20343.400106155997
DRH,1897.2525199249997
DRI,16079.691906697502
DRIO,85.25256859
DRQ,758.6321716299999
DRRX,135.56514410879998
DSKE,357.85176819000003
DTE,25196.130193500005
DUK,81335.09999999999
DVA,8410.556
DVAX,1333.03159644
DVN,43465.623999999996
DX,660.18920103
DXC,6275.6374590000005
DXCM,34138.91124096
DXPE,498.49571755
DY,3155.82279153
DZSI,316.45512696500003
EA,33810.311519999996
EAT,1240.8151079499999
EBAY,22661.42319375
EBF,541.9686805344
EBIX,668.651807605
EBS,1105.5393498498
EBTC,361.15554288
ECL,44939.94820952
ECOM,657.5970599
ECPG,1184.71542497
ED,34550.47845984
EDIT,985.6715438250001
EDU,4104.11270633
EEFT,4269.93277176
EEX,258.49297606
EFC,858.8951841749999
EFSC,1767.55866153
EFX,22132.40759958
EGAN,243.34436472
EGBN,1511.8294148
EGHT,497.85339295000006
EGLE,584.2688270815
EGP,6756.65342144
EGRX,378.809199885
EHC,5077.68338714
EHTH,139.55671552
EIG,1025.01359534
EIGR,307.8466212094
EIX,25822.945384500003
EL,85028.71366400001
ELF,2071.8140664000002
ELS,12982.68054905
EME,5836.91361216
EMKR,73.97331285
EMN,9730.11785115
EMR,46603.309499999996
ENOV,2768.7254595
ENPH,42178.6862895
ENR,1997.9829376399998
ENS,2561.06291554
ENSG,4688.03087537
ENTA,1083.2888503600002
ENTG,13813.45276971
ENV,2738.8691856
ENVA,1076.1979521399999
EOG,70624.22534622
EPAC,1023.8800036499999
EPAM,23046.218457360003
EPC,1970.95091842
EPD,56322.7002261
EPR,3152.86599168
EPZM,247.49618544
EQBK,484.83406277999995
EQC,3006.86698926
EQIX,56310.420757725
EQR,27189.589015400004
EQT,17306.5786362
ERIE,11566.5188016
ERII,1386.5883207900001
ES,30639.44686704
ESCA,140.66071245
ESE,2028.6511679
ESGR,3519.94063275
ESI,4472.3921512
ESNT,4219.58518986
ESPR,479.171376
ESRT,1204.6146497125
ESS,16675.7423413
ESTE,1938.705308955
ET,36340.7480911404
ETD,582.9878488200001
ETN,55315.904
ETR,23378.830165350002
ETSY,13794.03932815
EVA,4649.25416666
EVBG,1396.20623464
EVC,384.80480469
EVH,3466.9412464
EVI,172.18196875
EVR,3525.71863442
EVRG,15402.58188512
EVRI,1578.66179422
EVTC,2194.99825068
EW,54976.55127024001
EWBC,10367.301357839999
EXAS,6715.614656850001
EXC,42645.55229
EXEL,5459.876215560001
EXLS,5716.210894559999
EXP,4286.06980944
EXPD,15140.7618591
EXPE,16042.616855639997
EXPI,1810.9606264699999
EXPO,4618.3990853
EXR,24272.22608518
EXTR,1699.63231322
EYPT,269.1700245
EZPW,461.3797623744
F,59519.61645398999
FAF,5290.37452065
FANG,23352.110319749998
FARO,577.12591672
FAST,27688.02443946
FATE,2437.6173882199996
FBC,1984.94773636
FBHS,7792.641455839999
FBIO,107.734821
FBK,1907.7073151499999
FBMS,737.1827216
FBNC,1382.2040523249998
FBP,2779.374237155
FC,675.0299994000001
FCBC,542.10302532
FCEL,1608.05724742
FCF,1273.6871048
FCFS,3728.8710293999998
FCN,5345.16775074
FCNCA,13384.48131112
FCPT,2163.56862272
FCX,43049.62185768
FDBC,236.558448
FDP,1210.65257194
FDS,16873.21555134
FDX,42364.947602
FE,23561.484576975
FELE,3921.6028903700003
FF,277.02132819
FFBC,2111.89383762
FFIC,629.32648295
FFIN,6231.96046088
FFIV,8745.516798190001
FGEN,1109.8955712
FHB,3390.400485
FHI,3143.1346495063385
FHN,12663.984011200002
FIBK,5420.05731135
FICO,11377.01513242
FIS,50060.95430104
FISI,389.02588867000003
FISV,65461.458017799996
FITB,24140.148298639997
FIVE,7647.78118932
FIVN,5686.7545488000005
FIX,3603.20038586
FIZZ,3873.537209
FL,3631.3000623200005
FLEX,8227.767537
FLGT,1239.68528384
FLIC,417.53534508
FLL,234.15561884999997
FLNT,115.8433652
FLO,5534.099714
FLR,3716.8829611200003
FLS,3577.0798633500003
FLT,15157.196086580001
FLWS,393.356714665
FLXS,82.3631997
FMBH,715.71705597
FMC,13374.355182420002
FMCC,1843.45246353
FMNB,482.32722312000004
FN,3563.249265025
FNB,4284.23445009
FND,8380.66148304
FNF,11073.411349175
FNLC,310.9173268044
FNMA,3255.3207731549996
FOLD,2969.0762096850003
FOR,617.5151468
FORM,2069.084167825
FORR,718.5828
FOSL,225.189475115
FOXF,3556.4088136500004
FPI,773.72824575
FR,6557.34863445
FRBA,281.18756512
FRBK,204.33067901
FRC,26097.229869750005
FRG,1263.73127686
FRGI,183.26675924999998
FRHC,3290.3026351199996
FRME,2498.59554
FRO,2993.164742605
FRPH,530.6199875199999
FRPT,1926.20679956
FRST,318.11133429499995
FRT,8102.954627600001
FSBW,222.74726856
FSK,5743.88373468
FSLR,14603.988103814998
FSP,317.96661512
FSS,2397.7852731
FTI,4171.6514196
FTNT,39607.39807618
FTV,22547.63485848
FUL,3228.0443052
FULT,2799.041928075
FUN,2538.8388274
FUV,80.76419845080001
FWRD,2526.14810112
G,8319.15259024
GABC,1116.5711605299998
GATX,3491.17
GBCI,5754.26403655
GBDC,2305.3825883
GBL,466.16909039999996
GBT,4571.51112725
GBX,930.0525584399999
GCI,310.222969605
GCO,590.2006011599999
GCP,2333.1581212799997
GD,62277.2028687
GDDY,11761.956414569999
GDEN,1109.42966204
GDOT,1079.8410358400001
GDS,4034.0308050800004
GE,73030.4365932
GEF,3150.8565010250004
GEF/B,3150.8565010250004
GEL,1405.98363046
GEO,1010.09633626
GERN,980.4399806250001
GES,900.40392456
GEVO,603.4358302659999
GFF,1852.29536256
GGG,10670.346321295001
GHC,2716.5415199999998
GHL,124.73694528660002
GIC,1098.76248509
GIII,797.538001235
GILD,81343.54387060001
GIS,44993.99737287
GKOS,2695.1722541249997
GL,9947.39519172
GLDD,642.9906063
GLNG,2849.154
GLOB,8743.90169322
GLPI,12589.975696760002
GLRE,274.2659195
GLT,209.54658816
GLW,27109.35287808
GM,59648.78287178
GME,8609.05521267
GMED,5940.18727544
GMRE,684.01111464
GMS,1880.3184431400002
GNK,549.5779563267
GNL,1365.048373025
GNRC,12523.30695701
GNTX,6176.85451319
GNTY,419.7363435
GNW,1967.01046454
GOGO,1746.9446498999998
GOLF,3462.07542555
GOOD,713.3797755
GOOG,1336295.83
GOOGL,1336295.83
GPC,22153.03653998
GPI,2544.42405576
GPK,6675.250873919999
GPMT,453.88307463
GPN,34986.27135224
GPRE,1867.0861363200002
GPRO,869.7841972600002
GPS,3364.1963342500003
GRBK,1075.0002826
GRC,673.117042675
GRMN,16653.04073455
GRPN,306.528289875
GS,116013.61853424
GSAT,3241.6199
GSBC,742.15161936
GSBD,1710.18294084
GT,3648.1567005
GTHX,582.63896578
GTLS,7428.4542667999995
GTN,1684.7136784
GTY,1392.19212681
GVA,1267.43923625
GWRE,5212.54042344
GWRS,316.23256925
GWW,27196.503914925
H,9819.71751552
HA,779.26720383
HAE,3984.2163985200004
HAFC,751.7531705399999
HAIN,1616.76295746
HAL,25671.059288955
HALO,5581.442278699999
HAS,10562.600936339999
HASI,3288.0233552
HAYN,485.53814288000007
HBAN,20205.14275944
HBCP,327.19392427469995
HBI,2946.8174617050004
HBIO,120.32949078
HBNC,826.5759401199999
HCA,59419.87409600001
HCC,1477.80760774
HCCI,748.3242218400001
HCI,458.28653778000006
HCKT,595.16462902
HCSG,1030.09114
HD,284729.03559159
HE,4225.5069898
HEAR,127.58375395999998
HEES,1141.20133128
HEI,18439.520140524997
HEI/A,18439.520140524997
HELE,2668.76862408
HEP,2298.68285418
HES,37218.807850260004
HESM,7002.93383726
HFFG,234.69693304
HFWA,971.67675472
HGEN,19.902900096
HGV,4571.195615080001
HHC,3321.21514548
HI,2790.10548531
HIBB,739.7072521599999
HIFS,607.276924
HIG,21130.28009742
HII,9288.449928675
HIMX,952.5416850500001
HIW,3173.4270451800003
HL,2379.0000160832
HLF,2417.15763711
HLI,5562.03094668
HLIO,1693.9007301000001
HLIT,1238.6548062
HLNE,3817.1782508399992
HLT,36035.87742958
HLX,680.50491483
HMN,1502.1637425299998
HMST,651.91896144
HMTV,289.91993030000003
HNGR,729.84452723
HNI,1237.91655135
HOFT,170.24402894879998
HOG,6046.715734499999
HOLX,16498.327294305
HOMB,4903.10627799
HON,119499.54318946
HONE,705.67005203
HOPE,1754.509685775
HOV,272.09788899999995
HP,4442.18581723
HPE,16598.4415584
HPP,1791.267041205
HPQ,26853.537040155003
HQI,192.0223701
HQY,6013.51591878
HR,8802.10308852
HRB,7204.045534
HRI,3355.8903423499996
HRL,25043.1601434
HRTG,75.85476908
HRTX,477.2397672000001
HSC,405.49879787
HSIC,9698.175510000001
HSII,526.1958048199999
HSKA,910.0854474
HST,12803.72684211
HSTM,662.4473493
HSY,45453.025546460005
HT,388.42658703
HTBI,365.77510572000006
HTBK,704.9713862799999
HTGC,1738.08274564
HTH,1726.77114442
HTHT,11591.913644260001
HTLD,1144.5862245
HTLF,1916.99533173
HUBB,11977.654696979998
HUBG,2558.9606937999997
HUBS,13758.942235589999
HUM,62729.50425615
HUN,5145.9696477
HURN,1380.2793861
HVT,443.51241465000004
HWC,4376.65523262
HWKN,803.30320592
HWM,14227.553366499998
HXL,4830.84570448
HY,493.66366904150004
HZNP,14191.6773768
HZO,664.221196045
IART,3803.6286084999997
IBCP,424.06288556000004
IBIO,77.7978615184
IBKR,28918.54526688
IBM,114378.75990392
IBOC,2710.333333125
IBP,2441.0049715800005
IBRX,2119.6102412699997
IBTX,2845.5895296000003
ICAD,55.48131765
ICE,53779.52706749999
ICFI,2008.5096049200001
ICHR,784.5912984
ICLR,16261.29703222
ICPT,682.8019999999999
ICUI,3785.18396278
IDA,5533.796378
IDCC,1351.48060908
IDEX,231.2137025296
IDT,647.1027640799999
IDXX,27904.9768419
IEA,697.873621995
IEP,16770.8449332302
IESC,602.98677608
IEX,15626.4692592
IFF,26109.13097485
IGT,3655.3803003720222
IIIN,539.72570736
IIPR,2813.00802024
ILMN,30406.4046
IMAX,861.0639602
IMGN,1147.708068
IMKTA,1595.71752776
IMXI,871.133556
INBK,343.0973914831
INCY,15185.33945145
INDB,3668.30913888
INDT,627.8466656
INFI,110.9902517136
INFN,1055.3849219200001
INFU,148.48529045
INGN,579.43624844
INGR,5484.423586299999
INN,837.553751185
INO,457.64987529499996
INSG,256.24357584
INSM,2854.21155435
INSW,1779.1072055999998
INT,1604.567678315
INTC,119628.31000000001
INTU,117624.30050670002
INVA,864.005460965
INVE,293.37413278
INVH,22284.24027759
IONS,6553.43157546
IOSP,2199.18069054
IP,13076.048513639998
IPAR,2526.70754875
IPG,10671.16083334
IPGP,4436.374462
IPI,581.05329117
IQV,37503.0145644
IR,19342.6111616
IRBT,1577.6365970699999
IRDM,5633.82897021
IRM,16127.19969448
IRMD,377.04376879200004
IRT,4164.90713331
IRTC,4476.9608415
IRWD,1643.40386925
ISRG,71657.93178672
IT,23590.546315739997
ITCI,4506.267297575
ITGR,2063.88497043
ITI,134.11885725
ITIC,278.21347319999995
ITRI,2156.72474478
ITT,5877.0755
ITW,60226.066726134995
IVC,38.505751905
IVR,491.73209502000003
IVZ,7529.2591846000005
J,15219.52122397
JACK,1755.2153206950002
JAZZ,9254.81081805
JBGS,2497.725104985
JBHT,17583.870161339997
JBL,8077.617953678
JBLU,2621.601084675
JBSS,875.6974534499999
JBT,2875.1980031999997
JCI,37002.88915484
JD,88059.1381158825
JEF,7715.11165143
JELD,833.3201451799999
JHG,3962.5370876
JJSF,2674.24825434
JKHY,13886.52477256
JKS,2831.9782020000002
JLL,7806.984918425001
JNJ,434366.81045295007
JNPR,8716.90771728
JOE,2080.62151808
JOUT,554.7390339399999
JPM,343374.9011451
JRVR,892.8184419199999
JWN,3053.7422164500003
JYNT,239.74811046
K,24154.832006899996
KAI,2002.71526
KALA,21.41338095
KALU,1134.1722670000001
KAMN,860.74232174
KAR,1508.1115215599998
KBAL,257.367446
KBH,2515.166908311935
KBR,6772.81283051
KDNY,1281.19761063
KDP,52990.89827978
KE,470.3527227
KELYA,561.5780873199999
KEX,3993.533
KEY,16508.056866
KEYS,29386.955759000004
KFRC,1268.6569158599998
KFY,2617.2160067000004
KHC,42608.54000319
KIM,12836.59366094
KIRK,48.511238688
KKR,41916.880395
KLAC,47027.804272639994
KLIC,2361.0426436999996
KMB,41216.92891904
KMI,40294.91989820501
KMPH,214.20546714
KMPR,2973.58461295
KMT,1801.7138746199998
KMX,13499.663611479999
KN,1202.784148125
KNOP,529.89826452
KNSL,5661.5900091392
KNX,7852.501875
KO,258007.37652083996
KODK,405.46458603
KOP,452.31716673
KOPN,109.0875244
KOS,2874.079112775
KPTI,398.23501384
KR,33728.79375128
